Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response To UV (GO:0034644)	19/79	0.005831060634457	0.05435805983264177	0	0	2.10309423347398	10.819486831655743	NPM1;PCNA;MME;PRKCD;XPA;TRIAP1;INO80;MAPK14;MMP9;CRIP1;DDB2;MAPK13;ERCC4;EP300;ST20;BMF;NLRP1;N4BP1;ATF4
Negative Regulation Of Cellular Component Organization (GO:0051129)	19/79	0.005831060634457	0.05435805983264177	0	0	2.10309423347398	10.819486831655743	MCTP1;HSPA5;RDX;AKR1B1;IRAK3;TNF;PRKCZ;SORL1;SVIP;VEGFA;DNAJA4;EP300;PACSIN3;CRYAB;LCMT1;RAPGEF3;HSPA1B;ANKS1B;HSPA1A
Ribosome Biogenesis (GO:0042254)	32/155	0.005841903341780156	0.05435805983264177	0	0	1.7301715654010819	8.897750922706912	RPL5;RPL11;NOL8;RPF2;TMA16;RPL7;RPS4X;FBL;RPS14;RPS16;EXOSC4;RPS15A;EXOSC9;RRS1;RPL14;HEATR3;RPS11;LYAR;RPS13;METTL17;PELP1;NOP56;NPM1;RPS8;KRR1;RPS5;RPS3A;GTPBP4;MRPL22;DKC1;RPS24;RPS23
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116)	6/14	0.005959529128670248	0.05491935304728428	0	0	4.97118320610687	25.46619740264431	CEACAM6;LCK;IL1B;FLOT1;TNF;CD44
Positive Regulation Of Protein-Containing Complex Disassembly (GO:0043243)	6/14	0.005959529128670248	0.05491935304728428	0	0	4.97118320610687	25.46619740264431	SETX;CALCOCO2;TOM1;SMCR8;TNF;IGF1R
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	6/14	0.005959529128670248	0.05491935304728428	0	0	4.97118320610687	25.46619740264431	PPP1R3B;PRKAG2;EP300;HIF1A;OGT;ZBTB7A
Regulation Of Leukocyte Activation (GO:0002694)	6/14	0.005959529128670248	0.05491935304728428	0	0	4.97118320610687	25.46619740264431	LYN;CD74;PLSCR1;LCK;PJA2;CD200
Regulation Of Microglial Cell Activation (GO:1903978)	6/14	0.005959529128670248	0.05491935304728428	0	0	4.97118320610687	25.46619740264431	GRN;IL6;PTPRC;MMP8;LDLR;CX3CL1
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	20/85	0.006161134405031202	0.056660680864988114	0	0	2.043686168014641	10.401329229257241	HBS1L;SMG1;CNOT6L;RBM8A;SAMD4A;UPF3A;PATL1;PNRC1;PATL2;ZFP36;EXOSC4;CNOT7;XRN1;ERI1;CSDE1;EXOSC9;ZC3H12A;DXO;ATM;CNOT8
Regulation Of Interleukin-2 Production (GO:0032663)	13/47	0.006172135937296285	0.056660680864988114	0	0	2.537313432835821	12.90911573702517	STOML2;TNFAIP3;LILRB4;IL1A;ZFP36;PTPRC;IRF4;IL1B;TRAF6;PRKD2;TRIM27;GBP1;CARD11
Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	10/32	0.006199189078841938	0.05675782675885768	0	0	3.0150125104253545	15.326324014205287	PIK3CA;NF1;PIK3CD;PIK3R2;PIK3CB;PIK3R1;IGF1;PIK3CG;IGF1R;PIK3R5
Glycerophospholipid Biosynthetic Process (GO:0046474)	24/108	0.006206406765784938	0.05675782675885768	0	0	1.8985395849346656	9.648706942918984	AGPAT5;DGKE;DGKD;CHKB;ABHD4;DGKA;MBOAT7;INPPL1;LPCAT1;LCAT;ABHD5;MTMR4;PLD1;MTMR6;MTM1;INPP4A;PLSCR1;SYNJ1;PITPNM1;INPP5D;ETNK1;LPCAT2;FAR1;PIP5K1C
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	16/63	0.006293365023409787	0.05744343846129466	0	0	2.2599820657047363	11.45417528380822	PLK3;PLK2;BACH1;LATS1;CCND3;GPR132;CCND2;CDC34;LATS2;TFDP1;CDK6;CDK2;PIM2;CDK14;BRD4;CDKN3
Amino Acid Transmembrane Transport (GO:0003333)	12/42	0.006324202242518217	0.057505838986996766	0	0	2.654016832440704	13.438272871387783	SLC36A1;SLC6A6;SLC7A5;SLC7A6;SLC7A7;SFXN3;SLC38A6;SLC7A11;SLC7A1;SLC36A4;MFSD12;SLC38A5
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)	12/42	0.006324202242518217	0.057505838986996766	0	0	2.654016832440704	13.438272871387783	PYCARD;NLRP12;STAT1;GSTP1;PPM1N;CARD8;ZC3H12A;DAB2IP;TNFAIP3;SLC39A8;TANK;LILRB4
Positive Regulation Of Type II Interferon Production (GO:0032729)	15/58	0.006714587507641077	0.06093996844056068	0	0	2.3154721081649194	11.585401896189426	IL1R1;CEBPG;EBI3;HLA-A;RASGRP1;PYCARD;SLC7A5;IL23A;IL1B;CD226;TRIM27;CD14;JAK2;TLR3;HLA-DPA1
Negative Regulation Of Actin Filament Polymerization (GO:0030837)	8/23	0.006869809134105331	0.06199646962454378	0	0	3.5363381716322895	17.61315293122483	SCIN;PRKCD;TWF2;TWF1;SSH2;PFN1;SSH1;PFN2
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	8/23	0.006869809134105331	0.06199646962454378	0	0	3.5363381716322895	17.61315293122483	LATS1;SMAD4;EID2;TGFB1;LATS2;ITGA3;ZNF703;SMAD7
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	8/23	0.006869809134105331	0.06199646962454378	0	0	3.5363381716322895	17.61315293122483	LYN;NINJ1;DAB2IP;FLOT1;NR1H3;TNFAIP3;CD14;LTF
Cell-Matrix Adhesion (GO:0007160)	24/109	0.006991573566446277	0.06297673032032061	0	0	1.8760953112990009	9.311154142968684	ITGAM;ITGA3;ITGA2;ITGA2B;ILK;EMP2;ITGAE;SORBS1;ITGAL;PKD1;THSD1;SGCE;COL3A1;PEAK1;ITGAX;ZYX;ADAM9;ITGB8;ITGAV;ITGB7;HPSE;VCL;CD44;FERMT3
Protein Homotetramerization (GO:0051289)	14/53	0.007113902118676007	0.06395838452663306	0	0	2.3823968272666587	11.782630386636397	GBP5;OSBPL2;ACOT13;PKD2;SOD2;UPB1;ACACB;GLS;ALDH1A3;ALDH1A2;TNPO1;ALDOA;B2M;TRPM4
Negative Regulation Of Phosphorylation (GO:0042326)	18/75	0.0073310065677923775	0.06506999268697244	0	0	2.096827575072651	10.307254640135755	CDKN1C;CDKN2D;LYN;WWTR1;CADM4;CDKN2C;TGFB1;PRKDC;DAB2IP;CIB1;IRS2;FBLN1;ATG14;CORO1C;OCLN;PIP5KL1;ZC3H12A;PPIA
Regulation Of Secretion By Cell (GO:1903530)	16/64	0.007391172284082168	0.06506999268697244	0	0	2.212771392081737	10.859106845806481	RHBDF1;MEF2C;RALA;MCTP1;SYT1;FMR1;RAB3D;MYOF;DYSF;SNCAIP;RAB21;APEX1;STXBP5;MCTP2;VAMP2;RAB8B
Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	LYN;PTPN1;STAT6;JAK3
Myeloid Leukocyte Mediated Immunity (GO:0002444)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	KMT2E;ADAM17;IL6;SERPINB9
Natural Killer Cell Differentiation (GO:0001779)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	PTPRC;NFIL3;PIK3CD;KAT7
Negative Regulation Of Microglial Cell Activation (GO:1903979)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	GRN;PTPRC;LDLR;CX3CL1
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	CYFIP1;NCKAP1;FCHSD2;BRK1
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	HSPB1;PIK3CD;PRKD2;VEGFA
Positive Regulation Of Chromosome Condensation (GO:1905821)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	NCAPD3;SMC4;NCAPH;SMC2
Positive Regulation Of Microtubule Nucleation (GO:0090063)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	MECP2;PAK1;HSPA1B;HSPA1A
Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	HLA-DRA;HLA-DRB3;HLA-DRB1;SH3RF1
Regulation Of Chromosome Condensation (GO:0060623)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	NCAPD3;SMC4;NCAPH;SMC2
Regulation Of Endodeoxyribonuclease Activity (GO:0032071)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	NPM1;GZMA;PRKCD;HMGB1
Regulation Of Lipase Activity (GO:0060191)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	FURIN;RHOC;PCSK5;PLIN5
Regulation Of Lymphocyte Apoptotic Process (GO:0070228)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	LYN;CD274;PRKD2;JAK3
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)	4/7	0.007457909335421828	0.06506999268697244	0	0	8.83346046275108	43.270530767817434	CEBPB;UBASH3B;IRF7;FOXP1
Post-Translational Protein Modification (GO:0043687)	13/48	0.007468383968663364	0.06506999268697244	0	0	2.464676616915423	12.069710284448602	ESCO1;TNKS;PRKCB;PRKCD;RNF7;ZC3HAV1;BAZ1B;PARP9;PARP12;PARP8;CDK2;JAK2;MAP3K12
Phosphatidylinositol Biosynthetic Process (GO:0006661)	22/98	0.007555229475544672	0.06552798876203607	0	0	1.9229323308270676	9.394515341815179	SMG1;PIGQ;MBOAT7;INPPL1;PIK3R2;TTC7A;PIK3R1;PIK3CB;MTMR4;MTMR6;PIGY;PIK3CG;MTM1;INPP4A;SOCS2;SYNJ1;PIK3CA;PITPNM1;INPP5D;PIGA;TP53INP2;PIP5K1C
Negative Regulation Of Cytoskeleton Organization (GO:0051494)	9/28	0.007561973661395231	0.06552798876203607	0	0	3.141302817609557	15.344080170471145	SMAD4;PIK3CA;PRKCD;TWF2;TWF1;SSH2;PFN1;SSH1;PFN2
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	9/28	0.007561973661395231	0.06552798876203607	0	0	3.141302817609557	15.344080170471145	MAPKAPK3;DAB2IP;HSPB1;PTK2B;PRKD2;MAPK14;SULF1;VAV1;VEGFA
Macromolecule Modification (GO:0043412)	19/81	0.0077324624419063655	0.06675652992716939	0	0	2.0350173849561353	9.894921829408673	PRMT6;CSNK1G3;USP25;PARP4;ICMT;RIPK3;PRKDC;UBE2L6;WWP2;FBXO11;LOXL2;CDC34;QPCT;ST3GAL4;ST8SIA4;ST3GAL6;LCMT1;TGM3;ST3GAL2
mRNA Transcription (GO:0009299)	12/43	0.00774554061759311	0.06675652992716939	0	0	2.568255300244342	12.483359319955442	RXRA;TAF10;C5AR1;HLTF;RARA;NR1H3;TAF5;TAF4;HIPK3;TAF2;EREG;ATF4
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	12/43	0.00774554061759311	0.06675652992716939	0	0	2.568255300244342	12.483359319955442	IL23A;FBXO38;IL1B;TRAF6;HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;HLA-DRB3;HLA-DRB1;MICB
Regulation Of Sprouting Angiogenesis (GO:1903670)	10/33	0.0078674190544333	0.06735362254373004	0	0	2.88375880866906	13.97188414970678	PPP1R16B;PKM;S100A1;ALOX5;PIK3CB;KLF4;THBS1;KLF2;EPN2;VEGFA
Connective Tissue Development (GO:0061448)	11/38	0.007899715256087122	0.06735362254373004	0	0	2.7025989660788894	13.083088531095818	PGRMC2;NAMPT;SH3PXD2B;ZNF516;ITGB8;VPS13B;SOX9;SOX6;SULF1;PKD1;CD44
Import Into Cell (GO:0098657)	11/38	0.007899715256087122	0.06735362254373004	0	0	2.7025989660788894	13.083088531095818	SLC36A1;SLC6A6;SLC7A5;IL10RA;SLC11A2;LRRC8C;SLC1A3;LRRC8A;SLC7A1;SLC39A14;SLC38A5
Response To cAMP (GO:0051591)	11/38	0.007899715256087122	0.06735362254373004	0	0	2.7025989660788894	13.083088531095818	HCN4;KCNE1;STAT1;AQP9;PDE2A;RAPGEF1;RAPGEF2;AKAP6;AHR;PKD2;RAPGEF3
Response To Peptide (GO:1901652)	11/38	0.007899715256087122	0.06735362254373004	0	0	2.7025989660788894	13.083088531095818	MMP12;EIF2B2;STAT1;STAT2;CACNA1A;KAT7;STAT6;IRF5;NOD2;NLRP1;MMP9
Positive Regulation Of Protein Binding (GO:0032092)	15/59	0.007935059373149594	0.06735362254373004	0	0	2.2627171755858084	10.94355116336578	RALB;RIPK2;AKTIP;RPL11;PSEN1;STK4;PKD1;MMP9;STK3;SUB1;FLOT1;RAPGEF2;APOE;B2M;TRIM21
Regulation Of miRNA Transcription (GO:1902893)	15/59	0.007935059373149594	0.06735362254373004	0	0	2.2627171755858084	10.94355116336578	SREBF1;JUN;SPI1;TGFB1;NR3C1;KLF4;ETS1;TNF;HIF1A;LILRB4;RELA;NCOR1;NFIB;RARA;SOX9
Mitotic Sister Chromatid Cohesion (GO:0007064)	7/19	0.007956864363317932	0.06735362254373004	0	0	3.867061219294896	18.692292243344845	RB1;MAU2;ESCO1;NPC1;CDCA5;RAD21;PDS5A
Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	7/19	0.007956864363317932	0.06735362254373004	0	0	3.867061219294896	18.692292243344845	IL23A;EBI3;NKAP;HLA-DRA;HLA-A;HLA-DRB3;HLA-DRB1
Regulation Of Neuroinflammatory Response (GO:0150077)	7/19	0.007956864363317932	0.06735362254373004	0	0	3.867061219294896	18.692292243344845	IL6;IL1B;IGF1;MMP8;TNFRSF1B;MMP9;TNF
Positive Regulation Of Protein Transport (GO:0051222)	17/70	0.00796942904471931	0.06735362254373004	0	0	2.129472001851356	10.289912006826377	PLK3;TMED10;TGFB1;MBD1;FRMD4A;IGF1;ATP2C1;TNF;TTN;IL1A;ANKRD1;ADAM9;ADAM8;ERGIC3;PPIA;APBB3;VAMP2
Mesenchymal Cell Differentiation (GO:0048762)	14/54	0.008469111091684654	0.07132509727830029	0	0	2.3227029096477794	11.082381432077305	MEF2C;SMAD4;TGFB1;SEMA3C;NOTCH4;SLC39A10;IGF1;HIF1A;LOXL2;DLG5;ZFP64;S100A4;SOX9;LIMS1
Regulation Of Exocytosis (GO:0017157)	14/54	0.008469111091684654	0.07132509727830029	0	0	2.3227029096477794	11.082381432077305	CADPS2;RAB2B;RALA;SYT1;RAB3D;RAB27B;RAB21;APEX1;SMCR8;STXBP5;STXBP6;RAB5A;VAMP2;RAB8B
Regulation Of Cell-Matrix Adhesion (GO:0001952)	16/65	0.008637322984806987	0.07261412586525452	0	0	2.167487684729064	10.299170132586429	LIMCH1;CIB1;EMP2;PIK3CB;THBS1;CX3CL1;CORO1C;SLC9A1;CDK6;PEAK1;RASA1;NF1;PTK2B;VCL;GPM6B;MAP4K4
Cellular Response To Organonitrogen Compound (GO:0071417)	23/105	0.008696036065370198	0.07285210633785663	0	0	1.8633096895701957	8.841195752450655	HCN4;MEF2C;KCNE1;AQP9;PDE2A;AKAP6;AHR;PKD2;ACTB;RELA;IPO5;SSH1;MAPK13;P2RY6;LARP1;SESN2;RRAGD;PDE3A;RAPGEF1;RAPGEF2;SOX9;RAPGEF3;CPEB4
Lysosomal Transport (GO:0007041)	23/105	0.008696036065370198	0.07285210633785663	0	0	1.8633096895701957	8.841195752450655	SPTBN5;GRN;PLEKHF1;SORT1;AKTIP;DENND3;HOOK3;ATG14;TRAK1;SORL1;IGF2R;MTM1;GAK;ZFYVE16;GGA3;NPC1;AP1G1;CHMP1A;PLEKHM1;ANKFY1;EPG5;TMEM106B;HSPA1A
DNA Alkylation (GO:0006305)	6/15	0.008842064091876737	0.07338677633827134	0	0	4.418575063613232	20.892060978837343	KMT2E;HELLS;MTRR;ATRX;BAZ2A;GATAD2A
Amyloid-Beta Metabolic Process (GO:0050435)	6/15	0.008842064091876737	0.07338677633827134	0	0	4.418575063613232	20.892060978837343	PSENEN;APH1A;BACE2;MME;PSEN1;APEH
Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	6/15	0.008842064091876737	0.07338677633827134	0	0	4.418575063613232	20.892060978837343	CCND3;CCND2;PSRC1;MAPRE3;PKD2;PKD1
Protein Targeting (GO:0006605)	27/129	0.008914787039974656	0.07338677633827134	0	0	1.7591381300500193	8.30320922776746	NCF1;ZFAND2A;RPL11;SRP54;KATNB1;ZDHHC7;AKAP6;TIMM10;TRAK1;ZDHHC2;TRAK2;MICALL1;KIF13B;TSPO;AP1M2;SEC63;BCAP31;TIMM8B;ATG3;ICMT;ZDHHC12;AP3D1;SORL1;ZDHHC9;PARD3;APEX1;TOMM7
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)	13/49	0.00897036617517109	0.07338677633827134	0	0	2.3960751796572692	11.294688144603263	CDKN2D;PLAUR;TRIAP1;KLF4;TNF;MMP9;THBS1;SH3RF1;VEGFA;RPS6KA1;FNIP1;RFFL;CD44
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071)	13/49	0.00897036617517109	0.07338677633827134	0	0	2.3960751796572692	11.294688144603263	RB1;PBRM1;SMARCC1;SMARCB1;DUSP1;UBE2C;ACTL6A;CDC20;CCNB1;BCL7A;ANAPC5;LCMT1;CDK5RAP2
P-body Assembly (GO:0033962)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	EIF4ENIF1;LSM4;LSM3;PATL1;PATL2
Cellular Response To Fluid Shear Stress (GO:0071498)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	MEF2C;MAPK7;KLF4;PKD2;KLF2
Negative Regulation Of Bone Remodeling (GO:0046851)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	IL6;UBASH3B;INPP5D;GPR137;TNFAIP3
Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	RIPK2;TNFAIP3;NOD2;RELA;MAP2K6
Phospholipid Efflux (GO:0033700)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	APOC2;APOC1;ABCA7;APOE;ABCG1
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	PTPN1;BCL2L11;DAB2IP;BAX;PIK3R1
Positive Regulation Of Myelination (GO:0031643)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	EGR2;PARD3;ITGAX;DICER1;TNFRSF1B
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	CTDNEP1;SREBF1;NR1H3;LDLR;PLIN5
Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	IRF4;HLA-DRA;HMGB1;HLA-DRB1;SH3RF1
Regulation Of T Cell Apoptotic Process (GO:0070232)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	CD274;PRELID1;RIPK3;PRKD2;JAK3
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	NFKBIZ;ZC3H12A;JUNB;NFKBID;SMAD7
Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110)	5/11	0.009035517120112706	0.07338677633827134	0	0	5.522065369451863	25.99010936153506	LYN;CCL5;RDX;ZNF703;PLAUR
Fc-gamma Receptor Signaling Pathway (GO:0038094)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	LYN;VAV3;FGR;HCK;PAK1;LCK;PRKCD;VAV1
RNA Splicing, Via Transesterification Reactions (GO:0000375)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	SF3A3;SF3B4;TRA2B;SRSF4;PRPF8;SF3B1;SLU7;SRSF10
Positive Regulation Of Interleukin-17 Production (GO:0032740)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	SLC7A5;IL6;TGFB1;IL23A;OSM;NOD2;JAK2;MYD88
Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	SLC7A5;FFAR2;IRF5;NOD2;TNFRSF1B;SCIMP;TNF;TRPM4
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	MAPK7;CEACAM6;LCK;IL1B;FLOT1;KLF4;TNF;CD44
Regulation Of Supramolecular Fiber Organization (GO:1902903)	8/24	0.009138810263183094	0.07347848788787481	0	0	3.3151260504201683	15.565262942575744	AKAP13;PIK3CA;MAP1B;ARL2;MAPRE3;AEBP1;APOE;CAMSAP1
Establishment Of Protein Localization To Mitochondrion (GO:0072655)	12/44	0.009405300529601143	0.07524240423680914	0	0	2.4878538638102525	11.609524932027158	CHCHD4;BCAP31;TIMM8B;RALA;GRPEL2;AIP;DNLZ;TOMM7;TSPO;TIMM10;DNAJC15;HK2
Regulation Of Viral Entry Into Host Cell (GO:0046596)	12/44	0.009405300529601143	0.07524240423680914	0	0	2.4878538638102525	11.609524932027158	FCN1;CD74;IFITM2;LGALS1;TRIM25;FURIN;TRIM26;HMGB1;TRIM38;TRIM21;TRIM22;HLA-DRB1
Response To Unfolded Protein (GO:0006986)	12/44	0.009405300529601143	0.07524240423680914	0	0	2.4878538638102525	11.609524932027158	PTPN1;DAXX;HSP90AA1;HSP90AB1;HSPB8;DNAJC4;DAB2IP;HSPB1;BAX;HSPE1;HERPUD1;HSPA1A
Response To UV (GO:0009411)	22/100	0.009624082596756081	0.0767775246938233	0	0	1.8734097443774864	8.699153265339477	CDKN2D;NPM1;PCNA;DCUN1D3;PRKCD;CIRBP;REV1;XPA;INO80;TRIAP1;RELA;DDB2;PRIMPOL;MAPK13;ERCC4;BCL3;EP300;BMF;ERCC5;ELANE;N4BP1;ATF4
Positive Regulation Of Endopeptidase Activity (GO:0010950)	9/29	0.00971167991639201	0.0767775246938233	0	0	2.984065724111578	13.829431785725758	APH1A;PYCARD;LYN;PSENEN;PRELID1;PSME1;PSME2;MEFV;PICALM
Positive Regulation Of Microtubule Polymerization (GO:0031116)	9/29	0.00971167991639201	0.0767775246938233	0	0	2.984065724111578	13.829431785725758	MECP2;PAK1;OCLN;PSRC1;ARL2;MET;HSPA1B;CDK5RAP2;HSPA1A
Positive Regulation Of Viral Genome Replication (GO:0045070)	9/29	0.00971167991639201	0.0767775246938233	0	0	2.984065724111578	13.829431785725758	LARP1;CNOT7;CCL5;PPIH;TMEM39A;PABPC1;IFIT1;PPIA;SRPK1
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	9/29	0.00971167991639201	0.0767775246938233	0	0	2.984065724111578	13.829431785725758	DAXX;HSP90AA1;COPS6;HSP90AB1;ZMIZ1;DCUN1D3;HIF1A;HSPA1B;HSPA1A
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	18/77	0.009713647720587387	0.0767775246938233	0	0	2.025514713528127	9.386687684177737	ARID4A;LDLRAD4;MTMR4;SMAD6;SMAD7;SKI;SPRED2;ING2;SPRED1;EID2;CILP;PEG10;CD109;ZBTB7A;OGT;BCL9L;SNX6;HSPA1A
Regulation Of Immune Response (GO:0050776)	18/77	0.009713647720587387	0.0767775246938233	0	0	2.025514713528127	9.386687684177737	LYN;RIPK3;RSAD2;SPINK5;INPPL1;AHR;FGR;RNF135;PLSCR1;COL3A1;IRF4;INPP5D;IRF7;HLA-DRA;SMCR8;FCGR1A;N4BP1;HLA-DRB1
Anterograde Axonal Transport (GO:0008089)	11/39	0.009725366754831124	0.0767775246938233	0	0	2.6059273422562144	12.073307443239484	BLOC1S4;RAB21;KIF3A;APEX1;AP3D1;DTNBP1;HSPB1;RAB27B;TRAK1;MAPK8IP3;TRAK2
Regulation Of Protein Kinase B Signaling (GO:0051896)	28/136	0.009828570886561111	0.07721000410916894	0	0	1.7230063011433296	7.964530701789312	HIP1;HSP90AB1;PHLPP1;PIK3CD;CIB1;PTPRJ;TXN;PIK3CB;TNF;THBS1;CX3CL1;PIK3CG;IGF1R;MTDH;PIK3R5;SLC9A3R1;DAG1;OSBPL8;HSP90AA1;TGFB1;ANGPT1;GDF15;OSM;IGF1;RNF41;PIK3CA;HPSE;EPHA2
ATP Metabolic Process (GO:0046034)	10/34	0.009860710040653461	0.07721000410916894	0	0	2.7634429153924565	12.764887502796258	PARG;TGFB1;BAD;NUDT2;PRKAG2;AK4;ALDOA;NADK;HSPA1B;HSPA1A
Cellular Response To Hydrogen Peroxide (GO:0070301)	10/34	0.009860710040653461	0.07721000410916894	0	0	2.7634429153924565	12.764887502796258	SETX;IL6;MAPK7;RIPK3;PRKCD;PPIF;TNFAIP3;RELA;MAP3K5;MAPK13
Negative Regulation Of Interleukin-6 Production (GO:0032715)	10/34	0.009860710040653461	0.07721000410916894	0	0	2.7634429153924565	12.764887502796258	NLRP12;C5AR2;ZC3H12A;TNFAIP3;IRAK3;PTPN6;TNF;LILRB4;CX3CL1;CD200
Response To Estrogen (GO:0043627)	10/34	0.009860710040653461	0.07721000410916894	0	0	2.7634429153924565	12.764887502796258	KMT2D;CITED4;RARA;EP300;TRIM25;SERPINB9;SOX9;CD24;ZNF366;PELP1
Golgi Organization (GO:0007030)	27/130	0.009880307513942423	0.07722764153430385	0	0	1.7419582587776479	8.042989953723762	RAB1A;SPTBN5;TMED10;UBXN2B;ATL3;STX17;SYNE1;RAB43;ARHGAP21;LMAN1;FAM174B;TRAPPC11;TMED7;DYNC2H1;RAB2B;PLK3;CSNK1A1;SEC16A;VPS13B;TRAPPC8;LYSMD3;GOLGA8N;YWHAZ;GAK;NSFL1C;GOLGB1;GOLGA8A
Ribonucleoprotein Complex Biogenesis (GO:0022613)	25/118	0.009895194470380335	0.07722764153430385	0	0	1.7860169579111425	8.243729272178516	RPL5;RPL11;RPF2;TMA16;RPL7;RPS4X;FBL;RPS14;RPS16;RPS15A;RRS1;RPL14;HEATR3;RPS11;RPS13;METTL17;NOP56;NPM1;RPS8;KRR1;RPS5;RPS3A;GTPBP4;RPS24;RPS23
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	14/55	0.010020281272175888	0.07807672822157212	0	0	2.2659208904493333	10.430360406588822	PANK4;ACOT7;TGFB1;DCAKD;ADCY4;NUDT2;PRKAG2;AMPD3;PPCDC;COASY;SLC25A16;IMPDH2;ALDOA;GART
Cellular Response To Chemical Stress (GO:0062197)	20/89	0.010415131749273408	0.08102160932226976	0	0	1.9247667033712614	8.785589060785588	PRKAA1;PNPT1;SRXN1;NUDT2;PKD2;SOD2;AIF1;DHRS2;SETX;PIK3CA;SESN2;ZC3H12A;FAS;ATM;TRIM21;PPIA;PPARGC1A;HSPA1B;ATF4;HSPA1A
