Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	BMP4;TPM1
Detection Of Calcium Ion (GO:0005513)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	KCNMB4;CALM3
Icosanoid Secretion (GO:0032309)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	ANXA1;BDKRB2
Macrophage Migration (GO:1905517)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	KLF5;CCL2
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	KANK1;SPRY4
Polysaccharide Biosynthetic Process (GO:0000271)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	FUT9;NDST4
Positive Regulation Of Cellular Extravasation (GO:0002693)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	THY1;ICAM1
Positive Regulation Of Regulated Secretory Pathway (GO:1903307)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	SCAMP5;RAB15
Positive Regulation Of Vasoconstriction (GO:0045907)	2/12	0.07176742704402467	0.2973793943483923	0	0	5.165906040268457	13.60867319890923	CAV1;F2R
Response To Retinoic Acid (GO:0032526)	5/60	0.07294890706731798	0.30185404303203583	0	0	2.3521195785346727	6.157839615355147	CDKN2D;RARG;FZD4;ALDH1A2;SOX9
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	7/98	0.07403185631953274	0.30590910309503727	0	0	1.991891891891892	5.185412063424689	DHFR;EDN1;HDAC2;RPL13A;YBX1;TYMS;GAPDH
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	14/244	0.07455745217157639	0.30743826231834137	0	0	1.5797022361943176	4.101199693507964	NOTCH2;NTRK2;F2R;MT3;MTURN;ICAM1;CCNA2;TIMP3;CCL2;ROR1;APOE;ROR2;EPHB2;FAM83D
Positive Regulation Of Cell Projection Organization (GO:0031346)	8/118	0.07469715091767874	0.30743826231834137	0	0	1.883921761594292	4.88748333481797	SCARB2;NTRK2;FUT9;FZD4;ROR1;ATP1B2;ROR2;APOE
Negative Regulation Of Cellular Component Organization (GO:0051129)	6/79	0.07481584101520054	0.30743826231834137	0	0	2.127447174310909	5.515886832636045	SCAMP5;MTMR2;SACS;HSPA2;CLU;RAPGEF3
Positive Regulation Of Catabolic Process (GO:0009896)	6/79	0.07481584101520054	0.30743826231834137	0	0	2.127447174310909	5.515886832636045	ASB9;GPC3;FLNB;CLU;FOXO1;DACT1
Regulation Of Chromosome Organization (GO:0033044)	4/43	0.0757308877489849	0.3090610817338381	0	0	2.65231045311799	6.8444705935272925	CENPV;MYC;HNRNPD;BUB1
Regulation Of Filopodium Assembly (GO:0051489)	4/43	0.0757308877489849	0.3090610817338381	0	0	2.65231045311799	6.8444705935272925	GAP43;DAAM2;FSCN1;CLU
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	4/43	0.0757308877489849	0.3090610817338381	0	0	2.65231045311799	6.8444705935272925	BMP4;CCNA2;PKDCC;FBXO5
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	4/43	0.0757308877489849	0.3090610817338381	0	0	2.65231045311799	6.8444705935272925	DAB2;ANXA2;PPT1;CLU
Regulation Of Cellular Component Size (GO:0032535)	4/43	0.0757308877489849	0.3090610817338381	0	0	2.65231045311799	6.8444705935272925	RAB3B;EPS8;RARG;RIN3
Negative Regulation Of Signal Transduction (GO:0009968)	15/267	0.07671737283467639	0.3126574961479061	0	0	1.5450982305490502	3.9672360774017967	KANK1;CADM4;MAZ;SPRY4;SHISA2;DKK3;MMP14;UBASH3B;HEY1;CREB3L1;GPC3;SNAI2;DACT3;DACT1;SNCA
BMP Signaling Pathway (GO:0030509)	5/61	0.07714609628357214	0.31397404391574363	0	0	2.309997112052368	5.9183380350752355	TMEM100;BMP4;DLX5;CHRD;SMAD9
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	EYA1;UNC5B;SNAI2
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	STMN1;MAP1A;SKA3
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	BMP4;FZD4;CD24
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	EEF1A1;SNAI2;SOX9
Microtubule Polymerization Or Depolymerization (GO:0031109)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	STMN1;KIF2C;CKAP5
Negative Regulation Of Neurogenesis (GO:0050768)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	DPYSL5;THY1;YWHAH
Peptidyl-Proline Modification (GO:0018208)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	FKBP7;PPIA;PPIC
Regulation Of SMAD Protein Signal Transduction (GO:0060390)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	BMP4;DAB2;VEPH1
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	3/27	0.07817892212743062	0.3143025407856514	0	0	3.23067876344086	8.23420931650717	DAAM2;ARHGAP28;PFN2
ncRNA Processing (GO:0034470)	7/100	0.0805256823518112	0.32329973279355556	0	0	1.948852077884336	4.909507443110425	RPL5;FBL;RPS16;RPL11;RPL14;RPS24;RPL7
Regulation Of Transport (GO:0051049)	4/44	0.08096333159611636	0.32374435823965236	0	0	2.5858681022880217	6.500249016220295	EPB41;LEPR;PLD1;SNCA
Extracellular Matrix Disassembly (GO:0022617)	4/44	0.08096333159611636	0.32374435823965236	0	0	2.5858681022880217	6.500249016220295	MMP14;GSN;FLOT1;FURIN
Neural Crest Cell Development (GO:0014032)	4/44	0.08096333159611636	0.32374435823965236	0	0	2.5858681022880217	6.500249016220295	SEMA5A;SEMA3C;SNAI2;SOX8
Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	IL33;EDN1
Cellular Response To Arsenic-Containing Substance (GO:0071243)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	DAXX;HNRNPA1
Regulation Of Vasculogenesis (GO:2001212)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	TMEM100;HEY1
Membrane Depolarization (GO:0051899)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	CAV1;YWHAH
Membrane Depolarization During Action Potential (GO:0086010)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	CACNA1C;YWHAH
Negative Regulation Of Cartilage Development (GO:0061037)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	SNAI2;SOX9
Nucleotide-Sugar Metabolic Process (GO:0009225)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	GMDS;GFPT2
Protein Hydroxylation (GO:0018126)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	PLOD2;PLOD1
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)	2/13	0.08277737983213433	0.32703669611871156	0	0	4.696034167175107	11.700640822300043	PRKAR2B;PKIA
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	DHFR;DDAH2;APOE
Regulation Of Protein Localization To Membrane (GO:1905475)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	MMP14;GSN;GPC3
Cell-Substrate Junction Assembly (GO:0007044)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	PEAK1;THY1;SORBS1
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	NEDD4L;SNTA1;YWHAH
Establishment Of Endothelial Barrier (GO:0061028)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	PDE4D;RAPGEF3;ICAM1
Negative Regulation Of Wound Healing (GO:0061045)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	EDN1;APOE;TFPI
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	3/28	0.08523533359490773	0.33364186575819615	0	0	3.101290322580645	7.63642878633431	CAV1;CALM3;CACNA1C
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	6/82	0.08606033994486374	0.33642798681077657	0	0	2.043149371404219	5.0112459510694105	BMP4;RTKN2;MAZ;ITGAV;CLU;SLC25A6
Protein Phosphorylation (GO:0006468)	25/500	0.08619469931229075	0.33651044895770804	0	0	1.368858434174078	3.3552726914687234	PKDCC;STK39;CDCA8;TTK;GRK5;PBK;CCL2;EPHB2;STK32B;EPHB3;PDK1;PLK4;BRD2;NTRK2;PLK1;SMAD7;TGFBR2;BMP4;MEX3B;INCENP;PEAK1;CDK1;FAM20C;TAF5;SGK1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	26/525	0.0886178091860212	0.3455164187554711	0	0	1.355287551524686	3.2844342581814963	SEMA5A;BCAR3;TRAF3IP2;RTKN2;MAZ;LPAR1;CXXC5;LGALS1;ITGAV;SOX9;RPL17;NTRK2;GPR37;UNC5B;CAV1;F2R;S100B;BMP4;DAB2;FRMD6;DOK6;ROR1;ROR2;TRIM38;GAPDH;PPIA
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	8/123	0.08991133050425566	0.3457372663681845	0	0	1.8015414484909102	4.339789603182989	SEMA5A;NOTCH2;BMP4;CDH3;MYC;HMGB2;LAMB1;SOX9
Ras Protein Signal Transduction (GO:0007265)	9/144	0.09084234139815416	0.3457372663681845	0	0	1.7270099367660343	4.14245747695899	EPS8;CCNA2;COL1A2;RACGAP1;DOK6;ARHGEF3;PLD1;CTNNAL1;RAPGEF3
Actin Filament Organization (GO:0007015)	9/144	0.09084234139815416	0.3457372663681845	0	0	1.7270099367660343	4.14245747695899	EPS8;GAS2L3;MARCKSL1;MARCKS;MYO1B;GSN;SH3KBP1;TPM1;PLS3
Regulation Of Nervous System Development (GO:0051960)	4/46	0.09194629439396888	0.3457372663681845	0	0	2.4624751650323655	5.876821653937415	HEY1;BHLHE40;HMGB2;HES5
Cellular Component Disassembly (GO:0022411)	4/46	0.09194629439396888	0.3457372663681845	0	0	2.4624751650323655	5.876821653937415	MMP14;GSN;FLOT1;FURIN
Homotypic Cell-Cell Adhesion (GO:0034109)	4/46	0.09194629439396888	0.3457372663681845	0	0	2.4624751650323655	5.876821653937415	UBASH3B;HSPB1;MYH9;PPIA
Negative Regulation Of Cellular Metabolic Process (GO:0031324)	4/46	0.09194629439396888	0.3457372663681845	0	0	2.4624751650323655	5.876821653937415	ITGAV;YBX1;FBXO5;MT3
Regulation Of Establishment Of Planar Polarity (GO:0090175)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	SAPCD2;PRICKLE1;DACT1
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	GRIN2A;NEDD4L;GRIN1
Carbohydrate Derivative Biosynthetic Process (GO:1901137)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	RRM1;RRM2;TPI1
Regulation Of Striated Muscle Contraction (GO:0006942)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	C12ORF57;CALM3;SMAD7
Response To Steroid Hormone (GO:0048545)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	CAV1;NR3C1;TFPI
Glycolytic Process (GO:0006096)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	TPI1;GAPDH;PGM1
Morphogenesis Of An Epithelium (GO:0002009)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	TNC;SOX8;SOX9
Negative Regulation Of DNA Binding (GO:0043392)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	TFAP4;HEY1;E2F1
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	KANK1;ARHGAP24;PFN2
Positive Regulation Of Calcium Ion Transport (GO:0051928)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	F2R;STC1;CCL2
Positive Regulation Of Dephosphorylation (GO:0035306)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	CDCA2;CALM3;PPIA
Protein K11-linked Ubiquitination (GO:0070979)	3/29	0.09255145983235381	0.3457372663681845	0	0	2.9818548387096775	7.096786089038827	UBE2C;UBE2S;UBE2E3
Regulation Of Cell Cycle (GO:0051726)	16/298	0.09398935187213121	0.3457372663681845	0	0	1.4724607309524502	3.481742038086853	PLK1;ADARB1;PRDM11;CDC20;BMP4;RPS15A;GRK5;MYC;CKS2;FBXO5;SOX9;INSM1;KIF20B;DLGAP5;CDKN3;MCM2
Positive Regulation Of Protein Ubiquitination (GO:0031398)	6/84	0.09404441713704152	0.3457372663681845	0	0	1.99055330634278	4.705644299908917	CAV1;PLK1;FAM107A;PRICKLE1;SMAD7;SPSB4
Regulation Of Endothelial Cell Chemotaxis (GO:2001026)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SEMA5A;HSPB1
Regulation Of Extracellular Matrix Disassembly (GO:0010715)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	CST3;FSCN1
L-glutamate Transmembrane Transport (GO:0015813)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SLC1A2;SLC7A11
Regulation Of Hemopoiesis (GO:1903706)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	NOTCH2;MAFB
Aorta Development (GO:0035904)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	TFAP2B;TGFBR2
Regulation Of Phosphate Metabolic Process (GO:0019220)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SRPX2;CD24
Cellular Response To Exogenous dsRNA (GO:0071360)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	COLEC12;FLOT1
Regulation Of Vesicle Size (GO:0097494)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	RAB3B;RIN3
Contractile Actin Filament Bundle Assembly (GO:0030038)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	ZYX;SORBS1
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	COL11A1;PIEZO2
Stress Fiber Assembly (GO:0043149)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	ZYX;SORBS1
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	CHST1;CHST2
Lipoprotein Biosynthetic Process (GO:0042158)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	WIPI1;APOE
Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	RPL35;RPL7
Mitochondrion Transport Along Microtubule (GO:0047497)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	NEFL;SYBU
Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SNAI2;SOX9
Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	CALM3;SMAD7
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	CAV1;BCL3
Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	BMP4;TPM1
Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SMAD7;TGFBR2
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SEMA5A;HSPB1
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	FLOT1;THY1
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	FURIN;APOE
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	DLX5;SMAD9
Positive Regulation Of Transporter Activity (GO:0032411)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	STK39;SGK1
Regulation Of Bone Remodeling (GO:0046850)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	LEPR;S1PR1
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	2/14	0.0942602442807908	0.3457372663681845	0	0	4.304474272930649	10.16585866491878	SCARB2;PPP1R3B
Positive Regulation Of Kinase Activity (GO:0033674)	7/104	0.09446819554848922	0.3460727607577823	0	0	1.8680969629423239	4.407759944221902	CCNA2;NTRK2;CENPE;DAXX;RASSF2;ROR1;ROR2
Axonogenesis (GO:0007409)	11/188	0.0950005716353864	0.3475944560698682	0	0	1.6107528862687301	3.7915067141838765	SEMA5A;NOTCH2;SEMA3C;DPYSL5;TUBB3;MAP1A;NRXN3;NRCAM;EPHB2;S100B;EPHB3
Canonical Wnt Signaling Pathway (GO:0060070)	5/65	0.09519615597443486	0.34788164747853134	0	0	2.155548068283917	5.0694518244885645	RARG;CDH3;FZD4;CAV1;BCL9L
Regulation Of Cytokine Production (GO:0001817)	10/167	0.09628853401129424	0.3514413200829916	0	0	1.6503469911588553	3.8624820539422173	SCAMP5;POLA1;IL33;RGCC;ANXA1;TRIL;FLOT1;SNAI2;GAPDH;HDAC9
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	4/47	0.09768995361229629	0.35481277772876807	0	0	2.4050831011925258	5.594118802526338	RPL5;RPL11;SGK1;RPL17
Cognition (GO:0050890)	4/47	0.09768995361229629	0.35481277772876807	0	0	2.4050831011925258	5.594118802526338	C12ORF57;FAM107A;GPR155;STRA6
Epithelial To Mesenchymal Transition (GO:0001837)	4/47	0.09768995361229629	0.35481277772876807	0	0	2.4050831011925258	5.594118802526338	HEY1;SNAI2;SOX9;FAM83D
Insulin Receptor Signaling Pathway (GO:0008286)	4/47	0.09768995361229629	0.35481277772876807	0	0	2.4050831011925258	5.594118802526338	BCAR3;SORBS1;SOGA1;FOXO1
Calcium-Mediated Signaling (GO:0019722)	6/85	0.09818067099999421	0.3557253335865644	0	0	1.9652539332752523	4.561248090318131	PRNP;RCAN1;EDN1;RCAN3;CACNA1C;CLU
Negative Regulation Of Cell Cycle (GO:0045786)	6/85	0.09818067099999421	0.3557253335865644	0	0	1.9652539332752523	4.561248090318131	BMP4;TFAP4;PLK1;GAS1;IPO7;MAD2L1
Protein Glycosylation (GO:0006486)	9/147	0.09999893751102139	0.3575083496893327	0	0	1.6892011311417463	3.8895472913068563	MGAT4C;B3GALNT1;B3GNT9;GALNT4;FUT9;GFPT2;PLOD2;PLOD1;ST3GAL1
Cellular Response To BMP Stimulus (GO:0071773)	5/66	0.10001696287897549	0.3575083496893327	0	0	2.1201007467632893	4.881352775517225	TMEM100;BMP4;DLX5;SMAD9;SOX9
DNA Geometric Change (GO:0032392)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	HMGB2;HMGB3;DNA2
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	NEDD4L;CACNA1C;SNTA1
Response To Epidermal Growth Factor (GO:0070849)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	EEF1A1;SNAI2;SOX9
Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	RPS14;RPS16;RPS8
Negative Regulation Of Axon Extension (GO:0030517)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	SEMA5A;SEMA3C;MT3
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	LDLRAD4;IL17RD;SMAD7
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	MAFB;MYC;LRRC17
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	CAV1;SH3BP5;THY1
Nucleic Acid Metabolic Process (GO:0090304)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	NT5E;DNA2;KPNA2
Positive Regulation Of Cell Communication (GO:0010647)	3/30	0.1001167778328929	0.3575083496893327	0	0	2.8712664277180404	6.607984228026069	EDN1;RIMS3;CLSTN2
Negative Regulation Of Binding (GO:0051100)	6/86	0.10241191983366665	0.36526508262403795	0	0	1.9405870445344129	4.422116935945423	DAB2;TFAP4;CAV1;E2F1;ARHGAP28;DACT1
Negative Regulation Of Translation (GO:0017148)	7/107	0.10574934301671804	0.36977437143399455	0	0	1.8117702702702703	4.070474686680299	DHFR;EIF4EBP2;RPL13A;YBX1;MEX3D;TYMS;GAPDH
Positive Regulation Of T Cell Activation (GO:0050870)	7/107	0.10574934301671804	0.36977437143399455	0	0	1.8117702702702703	4.070474686680299	SMARCD2;SMARCB1;ANXA1;NCK2;CCL2;THY1;SMARCA2
3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SULT1A1;PAPSS2
L-glutamate Import (GO:0051938)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SLC1A2;SLC7A11
N-acetylglucosamine Metabolic Process (GO:0006044)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	CHST1;CHST2
Regulation Of Interleukin-13 Production (GO:0032656)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	TNFRSF21;HLA-E
Regulation Of Lipoprotein Lipase Activity (GO:0051004)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	FURIN;HDAC9
Dendritic Spine Morphogenesis (GO:0060997)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	EPHB2;EPHB3
Retrograde Axonal Transport (GO:0008090)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	MAP1A;NEFL
Digestive Tract Morphogenesis (GO:0048546)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	EPHB3;STRA6
Stem Cell Development (GO:0048864)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SNAI2;SOX8
Sympathetic Nervous System Development (GO:0048485)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	TFAP2B;INSM1
Vasodilation (GO:0042311)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	BDKRB2;KLF2
Nitric Oxide Biosynthetic Process (GO:0006809)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	NQO1;DDAH2
Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	FLOT1;RAPGEF3
Protein Localization To Microtubule Organizing Center (GO:1905508)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SPAG5;CEP192
Regulation Of Rac Protein Signal Transduction (GO:0035020)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	CADM4;ARHGAP24
Regulation Of Activin Receptor Signaling Pathway (GO:0032925)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SMAD7;DACT1
Regulation Of Amyloid-Beta Clearance (GO:1900221)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	APOE;CLU
Regulation Of Carbohydrate Metabolic Process (GO:0006109)	2/15	0.10616544558505465	0.36977437143399455	0	0	3.9731543624161074	8.91081814631294	SCARB2;PDK1
Regulation Of Dendrite Morphogenesis (GO:0048814)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	DPYSL5;NEDD4L;YWHAH
Cardiac Muscle Tissue Morphogenesis (GO:0055008)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	TPM1;S1PR1;SMAD7
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	TFAP2B;DKK3;SMAD7
Leukocyte Cell-Cell Adhesion (GO:0007159)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	NT5E;ITGA4;ICAM1
Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	MTMR2;GRIN2A;GRIN1
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	F2R;LPAR1;ARHGEF3
Protein Localization To Chromatin (GO:0071168)	3/31	0.10792049155231506	0.37282765163014886	0	0	2.768577188940092	6.163850928735039	RAD21;PLK1;CENPA
