Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Dendrite Morphogenesis (GO:0048814)	11/31	0.0026822953126444276	0.03964014869225418	0	0	3.3036666666666665	19.561282525964792	PTPRD;GSK3B;RAP2A;CDKL5;DPYSL5;NEDD4;SARM1;RAPGEF2;TNIK;OBSL1;YWHAH
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	11/31	0.0026822953126444276	0.03964014869225418	0	0	3.3036666666666665	19.561282525964792	GSK3B;SP100;FEM1B;TNFAIP3;HMOX1;PMAIP1;TMC8;STX4;BRCA1;THBS1;ICAM1
Regulation Of GTPase Activity (GO:0043087)	46/214	0.002705008710012808	0.03973420406107446	0	0	1.650735853844202	9.760223588429719	BCAR3;ITGB1;GSK3B;LRRK2;RGS16;RASGRF1;WDR41;RASGRP2;C9ORF72;RASGRP4;ARHGAP12;RASGRP3;PREX2;KLRK1;RAP1A;RASGEF1A;RGS1;CCL5;TBC1D30;CCL4;CCL3;RSU1;SRGAP3;ECT2;BVES;PLXNA4;RALGPS2;MAP4K4;TGM2;VAV3;EPHA4;BCAS3;NTRK2;CCL22;CDKL5;GMIP;PTK2;TBC1D2;RAPGEF2;ITGA6;ITGB1BP1;SOS2;EPHA3;RAPGEF3;EZH2;LIMS1
Positive Regulation Of Glucose Metabolic Process (GO:0010907)	7/15	0.002720859192188648	0.03973420406107446	0	0	5.252146110721794	31.023416400686344	NNMT;IRS1;AKT2;PMAIP1;SIRT7;PPARGC1A;FOXO1
Protein Localization To Chromosome, Telomeric Region (GO:0070198)	7/15	0.002720859192188648	0.03973420406107446	0	0	5.252146110721794	31.023416400686344	TNKS2;TNKS;ATRX;TINF2;TPP1;BRCA2;ATR
Regulation Of Amyloid-Beta Clearance (GO:1900221)	7/15	0.002720859192188648	0.03973420406107446	0	0	5.252146110721794	31.023416400686344	LRPAP1;LRP1;IFNG;CYP51A1;HMGCR;APOE;CLU
Endothelial Cell Migration (GO:0043542)	13/40	0.002802039172538064	0.0405597224505803	0	0	2.8929463171036205	17.00302539654699	PXN;PRKX;EMP2;LOXL2;DPP4;NR4A1;PTP4A3;ID1;CYP1B1;LPXN;S100A12;CDH13;S100A9
Positive Regulation Of Monoatomic Ion Transport (GO:0043270)	13/40	0.002802039172538064	0.0405597224505803	0	0	2.8929463171036205	17.00302539654699	WFS1;CACNA1D;ANK3;ATP2B1;LILRA2;MYLK;CCL5;CCL4;CNKSR3;CCL3;PKP2;SCN5A;SCN1B
Protein Localization To Chromosome (GO:0034502)	13/40	0.002802039172538064	0.0405597224505803	0	0	2.8929463171036205	17.00302539654699	XRCC4;TNKS;ATRX;PLK1;TINF2;RPA2;ESR1;MMS22L;TNKS2;MSH2;RAD21;TPP1;ATR
Protein Transport (GO:0015031)	63/313	0.002817635118683987	0.04066621913983672	0	0	1.521096497498213	8.93166165841358	ARF3;RAB3B;TMEM167A;PRF1;AP2A1;CLU;RPGR;GOLGA4;HERC2;CHMP1B;CD36;ABCD1;ARL5A;YWHAH;TMED9;AP3B1;ANK3;PDIA4;RAB32;ARL4C;ARL4A;RAB31;CTTN;RAB34;TXNIP;ARHGEF2;SLU7;VAMP5;RAB1A;COPA;RAB5B;CALCRL;TMED10;LMAN2L;STX17;LRP1;SAR1B;STX11;HDAC6;HSP90B1;GGA2;RAB21;ARFRP1;RAB20;MYO6;RAB24;STX4;APOE;STX3;SPTBN1;SNX6;BBS2;GSDMD;HSPA9;SYNRG;LAPTM5;DNAJC15;MCOLN1;EHD1;CENPF;RCAN3;PPT1;IFT27
Regulation Of JNK Cascade (GO:0046328)	27/110	0.002957671696470312	0.04256287899060484	0	0	1.957776058361888	11.400820905023695	PHLPP1;SEMA3A;DUSP19;HMGB1;NOD2;MARVELD3;RIPK1;ANKS1B;SLAMF1;MAP4K4;MAP4K2;DUSP3;GADD45B;SERPINF2;TPD52L1;PER1;RAP2A;NCOR1;MDFIC;TRAF4;TRAF3;IL1B;TRAF5;CD27;TNIK;ZMYND11;FCGR2B
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	22/84	0.0029714920474155364	0.042637455657102	0	0	2.134406708404822	12.419453274107713	BCAP31;CDKN2D;SYK;BAD;SIAH2;PDCD5;IFI6;HMGB1;TRIAP1;KLF4;GRAMD4;THBS1;DNAJB6;CLEC7A;LAMP3;CASP1;TNFSF10;PMAIP1;CARD16;GAS6;CD44;SNCA
Positive Regulation Of T Cell Differentiation (GO:0045582)	18/64	0.0030039192811132137	0.042853599917846305	0	0	2.352643410971264	13.663770428532025	XBP1;SMARCB1;ACTL6A;NKAP;ZBTB1;RHOH;LILRB2;ARID1A;HLA-G;PNP;BCL6;IL23A;IL7;HLA-DRA;ADAM8;IL12RB1;SOX4;HLA-DRB1
Positive Regulation Of Interleukin-1 Production (GO:0032732)	18/64	0.0030039192811132137	0.042853599917846305	0	0	2.352643410971264	13.663770428532025	GSDMD;TMED10;PYHIN1;IL16;HMGB1;NOD2;LILRA2;IL6;AIM2;IFNG;CLEC7A;CASP1;CCL3;TLR8;MNDA;CD36;NLRP1;TLR4
Cellular Response To Interleukin-6 (GO:0071354)	9/23	0.0030246014527304335	0.04302430193278795	0	0	3.8600731316369465	22.39219139161002	PTPRT;SMAD4;IL6;SBNO2;SPI1;CTR9;ST3GAL6;NFKB1;ST18
Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	20/74	0.0030377552067130066	0.04308724051820517	0	0	2.227306503969651	12.910886077756393	CD86;VAV3;MEF2C;ANXA1;CD81;CD80;LILRB2;TNFSF13B;HLA-E;IL6;PNP;HLA-DMB;PTPRC;IL23A;IL7;IL1B;CCL5;GPR183;NCK2;HLA-DPA1
Regulation Of Neuron Apoptotic Process (GO:0043523)	26/105	0.0030750843045673545	0.04349173675456866	0	0	1.9804880226821155	11.455980394328808	PARK7;CLU;ERBB3;PTPRZ1;CCL3;APOE;PPARGC1A;SNX6;PRNP;NTRK2;MEF2C;EGLN3;KDM2B;WFS1;SOD2;BACE1;MSH2;CDK5;DDIT3;AKT1S1;TYRO3;PPT1;NUPR1;FCGR2B;ATF4;LGMN
Intracellular Iron Ion Homeostasis (GO:0006879)	15/50	0.0033111192962187183	0.046696242417530266	0	0	2.5756450155606867	14.708140992661932	SLC46A1;SMAD4;ABCB7;SLC11A1;IREB2;CYBRD1;SLC39A14;FTH1;FLVCR1;ATP6V0A2;HMOX1;FBXL5;B2M;HAMP;FTL
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	30/127	0.0033457986066600166	0.04705088866801664	0	0	1.8617879369426125	10.61228408330457	GSK3B;PHLDB1;SP100;RNH1;SPARC;LRRK2;TNFAIP3;FITM2;ETS1;DAG1;HMOX1;BCL9L;HTATIP2;EPHA4;MEF2C;VASH2;EMP2;LARP4;TANC2;IL6;RAP2A;BCL6;CDK5;NEDD4;SARM1;TNIK;MAPT;PHLDB2;FGFR2;RAPGEF3
Cellular Respiration (GO:0045333)	22/85	0.0034780779523518805	0.04849658975369741	0	0	2.1004042335497073	11.890966923141207	NDUFB9;NDUFA8;COX7B;NDUFB8;SURF1;NDUFB10;NDUFB6;NDUFA5;COX4I1;NDUFB4;COX4I2;NDUFA2;NDUFC1;SDHC;ETFB;UQCR10;SDHA;COX5B;NDUFS8;NR4A3;NDUFS1;PPARGC1A
Macromolecule Catabolic Process (GO:0009057)	22/85	0.0034780779523518805	0.04849658975369741	0	0	2.1004042335497073	11.890966923141207	SH3GLB1;PNPT1;RNASET2;DIS3L;PIK3R4;DENND3;RNASE2;UCHL3;CLN8;EXOSC7;ISG20;CHEK2;EXOSC9;NEDD4;PPP1R8;HNRNPD;PPT1;RIPK1;TPP1;SLC16A3;DNASE1L3;LGMN
Regulation Of Kinase Activity (GO:0043549)	22/85	0.0034780779523518805	0.04849658975369741	0	0	2.1004042335497073	11.890966923141207	NTRK2;FLT3;NTRK3;TIE1;EMP2;FGR;RBL2;CD4;RBL1;CCNY;ERBB3;AXL;TYRO3;PLCE1;NBN;MAPT;ECT2;FGFR4;MET;FGFR2;HLA-DRB1;FGFR1
Peptidyl-Serine Modification (GO:0018209)	37/166	0.003554133253045624	0.04860188998538257	0	0	1.7276335726991239	9.74323840944312	GSK3B;DYRK3;CAMK2D;MAST4;TNKS;LRRK2;MAST2;MAST1;STK39;PRKX;MAPK8;TBK1;AKT2;MKNK1;STK38L;RICTOR;CLSPN;PRKACB;IKBKE;STK32C;MAP4K1;CSNK1G3;CAMK1D;PLK2;PLK1;TGFBR2;SBK1;CDK5;CAMK4;CDK1;MAPKAPK5;PRKCQ;MAP3K13;GAS6;SGK1;ATR;MAP3K12
Negative Regulation Of Peptidase Activity (GO:0010466)	17/60	0.0035601501786806508	0.04860188998538257	0	0	2.3765413927321495	13.398827605299854	SERPINB10;CSTB;SERPINB1;CSTA;SERPINA1;SERPINB2;SERPINE2;LRP1;SERPINF1;SERPINF2;PARK7;CST7;SERPINB8;CST3;TIMP1;SERPINI1;GAPDH
Positive Regulation Of Phagocytosis (GO:0050766)	17/60	0.0035601501786806508	0.04860188998538257	0	0	2.3765413927321495	13.398827605299854	FCN1;CAMK1D;APLP2;SLC11A1;CFP;C2;C3;RAB31;PTPRC;IFNG;CLEC7A;IL1B;LMAN2;CD47;GAS6;FCGR2B;LYAR
Gluconeogenesis (GO:0006094)	11/32	0.0035662569972779025	0.04860188998538257	0	0	3.1461654135338346	17.7325392394567	TPI1;MDH1;PGAM1;PGK1;ENO1;ENO2;ENO3;PPARGC1A;SLC39A14;PGM1;PCK2
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)	11/32	0.0035662569972779025	0.04860188998538257	0	0	3.1461654135338346	17.7325392394567	CCT3;PKIB;TNKS2;TNKS;NEK2;MAPKAPK5;PRKCQ;HNRNPA1;AURKB;MAPK3;ATR
Carbohydrate Catabolic Process (GO:0016052)	13/41	0.0035740676402448565	0.04860188998538257	0	0	2.789463784109149	15.715981045979312	TPI1;PGAM1;ENO1;ENO2;ENO3;HK1;HK3;ENOSF1;HKDC1;NEU1;PGK1;GAPDH;PGM1
Negative Regulation Of mRNA Catabolic Process (GO:1902373)	13/41	0.0035740676402448565	0.04860188998538257	0	0	2.789463784109149	15.715981045979312	TAF15;DHX9;FUS;FMR1;SLC11A1;IREB2;CIRBP;YBX1;ELAVL1;CSDE1;HNRNPD;PABPC1;PAIP1
Negative Regulation Of Proteolysis (GO:0045861)	13/41	0.0035740676402448565	0.04860188998538257	0	0	2.789463784109149	15.715981045979312	CSTB;EPHA4;PRNP;CSTA;SERPINE2;LRRK2;CLN8;CST7;HDAC6;CST3;CDK5;TIMP1;PTPN3
Cardiolipin Metabolic Process (GO:0032048)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	PGS1;HADHA;SLC27A1;PNPLA8;PTPMT1;LCLAT1
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	KANK1;TACSTD2;AP1AR;FBLN1;ITGB1BP1;GBP1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	CD81;HLA-DRA;PRKCQ;HLA-DRB3;HLA-DRB1;TGFBR2
Positive Regulation Of Sodium Ion Transport (GO:0010765)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	CNKSR3;PKP2;ANK3;NOS1;SCN5A;SCN1B
Regulation Of Cell Communication By Electrical Coupling (GO:0010649)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	CAMK2D;PDE4D;CALM3;SRI;CALM2;SLC8A1
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)	6/12	0.0036234796423461886	0.04860188998538257	0	0	6.001050788091068	33.72782869179645	DDIT3;HMOX1;HIF1A;TP53;KLF2;ATF4
Hemopoiesis (GO:0030097)	25/101	0.0036730274963337178	0.04913296401599792	0	0	1.9791357360255364	11.096497569129472	CEBPA;CEBPB;KMT2A;FLT3;FUT10;RTKN2;PLEK;PRKX;BMI1;RASGRP4;ARIH2;KAT8;CD34;FLT3LG;ETV6;TGFBR2;MELK;PTPRC;LCK;IL7R;EVI2B;TP53;OGT;FGFR2;ATF4
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	28/117	0.0036906089864970145	0.04923471880364666	0	0	1.8934150878292357	10.606842775765212	SLC27A1;FLT3;LRRK2;DIRAS2;CIB1;NOD2;THBS1;ROBO1;GHR;S100A12;SNCA;MAP2K1;MEF2C;NTRK3;PROX1;TPD52L1;RGCC;CCNY;IFNG;IL1B;ADAM9;RAPGEF2;ADAM8;CALM3;CALM2;TLR4;EZH2;FGFR1
Regulation Of Macroautophagy (GO:0016241)	24/96	0.0038095527199588264	0.05068450734694546	0	0	2.0052872752908	11.169938396927222	SH3GLB1;SCOC;ATP6V0B;LRRK2;PIK3R4;TSC2;C9ORF72;ATG12;HDAC6;ERN1;MAPK8;TBK1;CDK5;NEDD4;ATP6V0A2;ATP6V1H;CAPN1;ATP6V0D2;GAPDH;ATP6V1D;SNX5;ATG5;ATP6V0A1;SNX6
T Cell Differentiation (GO:0030217)	14/46	0.003871034108218818	0.051364043973570125	0	0	2.6288417632595715	14.601201240613646	GPR89A;SPI1;ANXA1;SOX13;PIK3R3;RHOH;PIK3R1;GPR89B;ZFP36L1;CD4;PTPRC;LCK;FADD;SOX4
Regulation Of Autophagy (GO:0010506)	50/241	0.0038976979049118723	0.051579187288592496	0	0	1.5783170454143316	8.75550733545637	GSK3B;LRRK2;WDR41;HMGB1;TBK1;LAMP3;RB1CC1;KAT8;TRIM27;CAPN1;TRIM22;SH3GLB1;ATP6V0B;ENDOG;DAPK2;TICAM1;MID2;EEF1A1;ERN1;HAX1;CCNY;IFNG;DDIT3;MAPT;NUPR1;ATP6V0D2;GAPDH;MET;PRKAA1;PIK3R4;ITPR1;C9ORF72;FOXO1;HDAC6;MTDH;MAPK8;PSAP;ATP6V0A2;STK38L;ATP6V1H;ATP6V1D;SNX5;ATP6V0A1;SNX6;BAD;PLK2;CDK5;NEDD4;TAB2;EIF4G2
Apoptotic Cell Clearance (GO:0043277)	10/28	0.003933533232872552	0.05169680030540934	0	0	3.3362562843446746	18.476911989455452	FCN1;ANXA1;LRP1;ITGB3;RARA;TYRO3;HMGB1;GAS6;THBS1;TGM2
Negative Regulation Of Type II Interferon Production (GO:0032689)	10/28	0.003933533232872552	0.05169680030540934	0	0	3.3362562843446746	18.476911989455452	PRNP;DDIT3;LAPTM5;RARA;LILRB1;HMGB1;GAS6;TLR4;HLA-DRB1;HAVCR2
rRNA Metabolic Process (GO:0016072)	23/91	0.0039380058579485235	0.05169680030540934	0	0	2.034536541889483	11.265393245826722	RPL5;WDR36;NOP58;RPS7;DIS3L;RPL11;WDR74;RPL35A;SIRT7;RPL7;NOL6;ZFP36L1;SLFN12;EXOSC7;EBNA1BP2;RPS16;XRN1;EXOSC9;RPL14;PIN4;MAPT;LYAR;RPS24
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)	15/51	0.004081328808036041	0.05301637707077289	0	0	2.503952916373858	13.775077946298467	CXCL9;CAMK2D;GSTM2;PDE4D;SRI;JPH4;UBASH3B;CD19;DMD;CALM3;NOS1;CASQ1;CLIC2;CALM2;SNCA
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	15/51	0.004081328808036041	0.05301637707077289	0	0	2.503952916373858	13.775077946298467	KANK1;TACSTD2;NEDD9;CIB1;AP1AR;FBLN1;PTK2;MYADM;PKP2;FLNA;ITGB1BP1;P4HB;GBP1;RREB1;LIMS1
Calcium Ion Import Across Plasma Membrane (GO:0098703)	12/37	0.004102969214148145	0.05301637707077289	0	0	2.8833696033696032	15.847127271781302	SLC24A4;CACNA2D1;SCN9A;CACNA1B;CACNA1A;CACNA1D;SCN5A;CACNA1F;SCN2A;CACNA1E;CLU;SLC8A1
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	12/37	0.004102969214148145	0.05301637707077289	0	0	2.8833696033696032	15.847127271781302	CNN1;CDKN1A;MEF2C;IFNG;TPM1;PTEN;TNFAIP3;HMOX1;APOE;SOD2;AIF1;PPARGC1A
Regulation Of Defense Response To Virus By Host (GO:0050691)	12/37	0.004102969214148145	0.05301637707077289	0	0	2.8833696033696032	15.847127271781302	HSP90AA1;MAVS;APOBEC3G;DHX9;IL23A;TNFAIP3;IFNLR1;LILRB1;ZDHHC1;IL12RB1;TRIM22;MICB
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	12/37	0.004102969214148145	0.05301637707077289	0	0	2.8833696033696032	15.847127271781302	ERN1;CNN1;CDKN1A;P2RY6;JUN;MEF2C;NR4A3;TPM1;PTEN;IGF1;LDLRAP1;SOD2
Regulation Of Protein Binding (GO:0043393)	28/118	0.004192345886097125	0.053859742176307096	0	0	1.8722673255677138	10.249717783658989	LRPAP1;GSK3B;CDKN1A;LRP1;LRRK2;RPL11;PARK7;IFIT1;AURKB;STK3;ADD2;DNAJB2;MAPK8;FLOT1;LDLRAP1;B2M;AKTIP;AMFR;PLK1;STYX;TMC8;PPP1CA;CFHR1;SUB1;RAPGEF2;ITGB1BP1;CARD16;GAS8
Photoperiodism (GO:0009648)	9/24	0.00423256908938295	0.053859742176307096	0	0	3.602524544179523	19.68760253190089	PPP1CB;PER1;RBM4;ID2;BHLHE40;FBXL17;CLOCK;TP53;PPP1CA
Positive Regulation Of Interleukin-6 Production (GO:0032755)	20/76	0.004237070553097522	0.053859742176307096	0	0	2.14750842258762	11.733735097143095	XBP1;SYK;DHX9;IL16;PTPN11;HMGB1;NOD2;LILRB2;LILRA2;POU2F2;AIF1;HSPD1;IL6;MAVS;IFNG;CLEC7A;IL1B;TLR8;ARHGEF2;TLR4
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	7/16	0.004244619065353213	0.053859742176307096	0	0	4.668301798645176	25.49874619528109	MAVS;NR4A3;CAMK4;LAPTM5;LILRB1;TICAM1;HLA-G
Prostanoid Metabolic Process (GO:0006692)	7/16	0.004244619065353213	0.053859742176307096	0	0	4.668301798645176	25.49874619528109	HPGD;GSTP1;CYP2S1;PLAA;PTGR1;CES1;PTGES
Protein Localization To Mitochondrion (GO:0070585)	7/16	0.004244619065353213	0.053859742176307096	0	0	4.668301798645176	25.49874619528109	DNAJA1;RALA;MAVS;COX18;LRRK2;SARM1;HK1
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)	7/16	0.004244619065353213	0.053859742176307096	0	0	4.668301798645176	25.49874619528109	CAMK2D;GSTM2;CALM3;DMD;CLIC2;CALM2;SLC8A1
Fatty Acid Catabolic Process (GO:0009062)	17/61	0.0042902568507701255	0.054172843532656174	0	0	2.322393236159059	12.660314636356256	ABCD2;ABCD3;ECI2;HSD17B4;PEX2;PEX13;ACAT2;HADHB;HADHA;SCP2;ECHDC1;ACADM;ADTRP;LPIN1;SLC27A2;LPIN2;DECR1
Negative Regulation Of Protein Binding (GO:0032091)	19/71	0.004291244291180827	0.054172843532656174	0	0	2.1968075028419856	11.975189923763903	GSK3B;LRPAP1;CDKN1A;LRRK2;STYX;ATP2A3;ATP2A2;TMC8;PARK7;IFIT1;PTPRF;AURKB;PPP1CA;DNAJB2;MAPK8;CFHR1;ITGB1BP1;CARD16;B2M
Ameboidal-Type Cell Migration (GO:0001667)	8/20	0.004380823924223347	0.054605421439309194	0	0	4.002103049421661	21.733494495634577	PDLIM1;CENPV;SMAD4;GPC3;ITGB7;IQGAP1;SRGAP3;TNS1
Endothelial Cell Development (GO:0001885)	8/20	0.004380823924223347	0.054605421439309194	0	0	4.002103049421661	21.733494495634577	RAP1A;PDE4D;MYADM;PECAM1;RAPGEF2;MET;RAPGEF3;ICAM1
Pulmonary Valve Development (GO:0003177)	8/20	0.004380823924223347	0.054605421439309194	0	0	4.002103049421661	21.733494495634577	ROBO2;SMAD2;RBPJ;SMAD6;TNFRSF1B;ROBO1;TNFRSF1A;STRA6
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)	8/20	0.004380823924223347	0.054605421439309194	0	0	4.002103049421661	21.733494495634577	CAMK2D;GSTM2;ATP2A2;CALM3;DMD;CLIC2;CALM2;SLC8A1
Response To Fibroblast Growth Factor (GO:0071774)	8/20	0.004380823924223347	0.054605421439309194	0	0	4.002103049421661	21.733494495634577	NR4A1;ZFP36;CCL5;ITGB1BP1;ELK1;CD44;IER2;ZFP36L1
Lipid Import Into Cell (GO:0140354)	5/9	0.004546881627124859	0.05596859778426011	0	0	7.499562324929972	40.44749176352132	SLC27A1;ACSL3;CD36;SLC27A2;STRA6
Negative Regulation Of Necroptotic Process (GO:0060546)	5/9	0.004546881627124859	0.05596859778426011	0	0	7.499562324929972	40.44749176352132	PELI1;RIPK1;ARHGEF2;YBX3;BIRC3
Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635)	5/9	0.004546881627124859	0.05596859778426011	0	0	7.499562324929972	40.44749176352132	LAPTM4B;CDH3;HSP90AB1;LILRB1;TSKU
Purine Nucleobase Metabolic Process (GO:0006144)	5/9	0.004546881627124859	0.05596859778426011	0	0	7.499562324929972	40.44749176352132	SLC25A16;PRPS1;SHMT2;SHMT1;DPYD
Smooth Muscle Tissue Development (GO:0048745)	5/9	0.004546881627124859	0.05596859778426011	0	0	7.499562324929972	40.44749176352132	PTCH1;PROX1;ENG;MYLK;STRA6
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	11/33	0.004668506079140031	0.057180511182717594	0	0	3.002982456140351	16.116755059683378	SLC7A5;CLEC7A;LAPTM5;TNFRSF14;CD226;IRF5;NOD2;HLA-A;HLA-F;HLA-G;HLA-E
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	11/33	0.004668506079140031	0.057180511182717594	0	0	3.002982456140351	16.116755059683378	DPP4;P2RY12;SYK;TESC;CYP1B1;ADAM9;CIB1;PTPN11;ITGB1BP1;PTK2;ADA
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	14/47	0.004800486422367785	0.05825912218653786	0	0	2.549030877798001	13.60937279164339	JUN;SERPINF2;IGF1;AIF1;THBS1;ERN1;P2RY6;IL6;NR4A3;CCL5;ID2;HMOX1;CDH13;LDLRAP1
Cellular Response To Organic Substance (GO:0071310)	21/82	0.004849652895250982	0.05825912218653786	0	0	2.0701800969752946	11.031675368720165	ROBO2;OXTR;ASAH2;MME;SYK;FLT3;TIPARP;FOXH1;CXCR4;AKAP6;PARK7;HDAC6;GHR;SOCS2;HAX1;IL1B;CCL5;CASP1;CCL3;CYP1B1;LDLRAP1
Negative Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903748)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	DNAJA1;SIAH3;LRRK2;MAPT
Nose Development (GO:0043584)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	SKI;SMCHD1;PROX1;STRA6
Peptide Transport (GO:0015833)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	TAP2;TAP1;CDH17;DISP1
Podocyte Development (GO:0072015)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	MYO1E;NPHS1;PODXL;MAGI2
Positive Regulation Of Cell Killing (GO:0031343)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	MAPK8;IFNG;SYK;PRF1
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	CD226;HLA-F;HLA-G;HLA-E
Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	ABCD2;ANXA1;IL1B;PTGS2
Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	DPP4;CD81;GAS6;ICAM1
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	HMGB1;HLA-DRB3;HLA-DRB1;HSPD1
Regulation Of T Cell Tolerance Induction (GO:0002664)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	HLA-B;LILRB2;HLA-G;TGFBR2
Regulation Of Natural Killer Cell Chemotaxis (GO:2000501)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	KLRK1;CCL5;CCL4;CCL3
Regulation Of Natural Killer Cell Cytokine Production (GO:0002727)	4/6	0.0049218099578173195	0.05825912218653786	0	0	11.99649982499125	63.75034705598265	CD226;HLA-F;HLA-G;HLA-E
Negative Regulation Of Response To Stimulus (GO:0048585)	15/52	0.004991512205601441	0.058802158107037504	0	0	2.436136065791723	12.911561023160589	BRAP;EPHA4;WFS1;HHIP;APLP2;WDR41;KLF4;CLU;HLA-G;KLF7;UBASH3B;ERBB3;ALOX5;PIM3;FCGR2B
Positive Regulation Of B Cell Activation (GO:0050871)	15/52	0.004991512205601441	0.058802158107037504	0	0	2.436136065791723	12.911561023160589	VAV3;MEF2C;XBP1;SPI1;SYK;CD81;SH3KBP1;NOD2;TNFSF13B;IL6;PTPRC;IL7;TNIP2;GPR183;CD27
Protein Localization To Membrane (GO:0072657)	41/192	0.005007353231323857	0.05884832273765371	0	0	1.6356864402799305	8.663982123707926	RAB3B;LRPAP1;CD81;FRMPD1;ARL3;ITGB2;PIGW;ZDHHC2;PRAM1;RAP1A;EPB41L3;FLOT1;FLOT2;FLNA;ITGB7;ARL5A;SPTBN1;SH3GLB1;PTCH1;TESC;MAGI2;TTC7B;ATP1B3;EMP2;ANK3;TNFRSF1A;RAB32;EHD1;RAP2A;TSPAN14;EHD4;PACS1;RAB34;SLMAP;PKP2;RAPGEF2;ITGB1BP1;TNIK;EZR;FGF13;GAS6
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	50/244	0.005021301657400961	0.0588720783395039	0	0	1.553635020006088	8.225046467240062	PTEN;CIB1;HMGB1;ICAM1;CD36;EPHA4;MAP2K1;DUSP3;SYK;SERPINF2;DUSP6;CCNA2;TRAF7;IL1B;CNKSR3;RAPGEF2;ITGB1BP1;EZR;GAS6;TLR4;CD44;GSTP1;C5AR1;FBLN1;NOD2;SLC30A10;P2RY6;RAP1A;CCL5;CCL4;CCL3;APOE;GBP1;SLAMF1;MAPK3;NTRK2;SMAD4;CCL22;NTRK3;STYX;PTPN11;IGF1;CD4;PTPRC;GPR183;SPRY1;FGFR4;HLA-DRB1;FGFR2;MAP3K12
Negative Regulation Of Cell Adhesion (GO:0007162)	19/72	0.005063753152822005	0.05922911270694175	0	0	2.1552321644337633	11.391797158792604	SEMA5A;EPHA4;DUSP1;ADAM22;ADAM10;FBLN1;SPINT2;GTPBP4;PTK2;PTPRC;ERBB3;PODXL;CYP1B1;CDH13;LPXN;ITGB1BP1;TGFBI;B4GALNT2;PLXNA4
